"","species","logFC","p_value","logP"
"2987","Alistipes onderdonkii",0.0637920827201532,0.970471394422335,0.013017261334478
"2988","Alistipes shahii",-0.4293478031373,0.489753281147126,0.310022645727676
"2989","Alistipes indistinctus",-0.0362872336651928,0.986362946316327,0.00596325080061471
"2990","Alistipes megaguti",0.143773357047146,0.847029098424644,0.0721016698721442
"2991","Alistipes senegalensis",0.132287190753693,0.908452573018177,0.0416977406885214
"2992","Alistipes finegoldii",-0.00435353744446363,0.998410315240404,0.000690940653593417
"2993","Alistipes ihumii",-0.343653348012501,0.799477580239851,0.0971937106727702
"2994","Alistipes communis",-0.177723174032287,0.861127598162084,0.0649324919006999
"2995","Alistipes dispar",-0.912491305781494,0.243205891120134,0.614025909456953
"2996","Alistipes sp. dk3624",-0.280480608245765,0.80285925255227,0.0953605832362566
"2997","Tenuifilum thalassicum",0.385839304843147,0.863987281267999,0.0634926507106689
"2998","Paludibacter propionicigenes",-0.0364135642141229,0.964912910995326,0.0155118824913922
"2999","Salinivirga cyanobacteriivorans",0.365774399511821,0.779740859585899,0.108049707503391
"3000","Alkalitalea saponilacus",-0.0350505885188728,0.978942158831164,0.00924296789303469
"3001","Alkaliflexus sp. Ai-910",0.207247645675284,0.793142685337359,0.100648676641543
"3002","Draconibacterium halophilum",0.299913406016952,0.784664047226597,0.105316246012926
"3003","Draconibacterium orientale",-0.241938219489459,0.739378360326232,0.131133264242265
"3004","Maribellus comscasis",-0.053832217724881,0.948974712410322,0.0227453601828021
"3005","Labilibaculum antarcticum",-0.373675772142608,0.682100375945749,0.166151711103481
"3006","Flavobacterium sp. KBS0721",-0.0285792282972703,0.984990193240661,0.00656809340357427
"3007","Flavobacterium sp. CJ74",-0.610291202885012,0.771564438018576,0.112627797524024
"3008","Flavobacterium sp. N1719",-0.0790150741435332,0.979285776193596,0.00909055343376504
"3009","Flavobacterium sp. CLA17",0.0433804110837257,0.986362946316327,0.00596325080061471
"3010","Flavobacterium sp. N1736",-0.683114273719534,0.489070668343261,0.310628382892586
"3011","Flavobacterium sp. N1846",0.58287108585658,0.787765132612741,0.103603245472799
"3012","Flavobacterium sp. N2155",-0.378595888775045,0.843870600577327,0.0737241431417349
"3013","Flavobacterium sp. N2550",0.593998949961114,0.771564438018576,0.112627797524024
"3014","Flavobacterium sp. N502536",-0.806224981728422,0.419179423066407,0.377600044411852
"3015","Flavobacterium sp. N502540",0.491987966183402,0.747648911857811,0.126302294431927
"3016","Flavobacterium sp. MFBS3-15",0.685905409192288,0.699663248472166,0.155110937871377
"3017","Flavobacterium sp. F-29",-0.389569444193646,0.805915027822939,0.0937107459033308
"3018","Flavobacterium sp. F-70",-0.442464594050087,0.743972981930195,0.128442835975207
"3019","Flavobacterium sp. F-323",0.287137884058239,0.903650222189495,0.0439996402863647
"3020","Flavobacterium sp. F-340",-0.536670284780055,0.771210025922886,0.112827333131831
"3021","Flavobacterium sp. MDT1-60",-0.768735448033618,0.573174976392101,0.241712778239894
"3022","Flavobacterium sp. CC-SYL302",-1.58087351446617,0.177370602745512,0.751118358142117
"3023","Flavobacterium sp. 140616W15",-1.46152248957257,0.106203244640315,0.973862214818964
"3024","Flavobacterium sp. B183",0.0178068347495126,0.994062447096542,0.00258633232545589
"3025","Flavobacterium sp. CS20",-0.207624818328398,0.908452573018177,0.0416977406885214
"3026","Flavobacterium sp. LPB0248",0.443854568021464,0.788619921419557,0.103132256360808
"3027","Flavobacterium sp. K5-23",0.733209926434882,0.654934369493059,0.183802218168663
"3028","Flavobacterium sp. TR2",0.397283402735545,0.743972981930195,0.128442835975207
"3029","Flavobacterium sp. I3-2",0.752339279043298,0.393587236205174,0.404958993918395
"3030","Flavobacterium magnum",-0.425083068610543,0.756112995292713,0.121413297666632
"3031","Flavobacterium anhuiense",-0.174101375373693,0.894457272249189,0.0484404006188099
"3032","Flavobacterium johnsoniae",-0.10241024463202,0.902331991645471,0.0446336447061581
"3033","Flavobacterium columnare",0.107461461551835,0.955582838342529,0.0197316585036445
"3034","Flavobacterium azooxidireducens",-1.03164479819083,0.297695932882092,0.526227098638228
"3035","Flavobacterium sediminis",-0.117469822722195,0.903650222189495,0.0439996402863647
"3036","Flavobacterium kingsejongi",0.782207754983628,0.710058313132184,0.148705983630787
"3037","Flavobacterium pallidum",-0.201148715346073,0.883501814874196,0.0537925540360635
"3038","Flavobacterium nitrogenifigens",-1.00195746984419,0.231828934334062,0.634832361135961
"3039","Flavobacterium faecale",-0.197518905803367,0.881445842699179,0.0548043662227923
"3040","Flavobacterium album",-0.110764336212097,0.916887387508372,0.0376840012841473
"3041","Flavobacterium cerinum",0.227899507977285,0.894457272249189,0.0484404006188099
"3042","Flavobacterium alkalisoli",0.075538639871185,0.964050370664704,0.015900274053363
"3043","Flavobacterium arcticum",-0.00128385902833601,0.999781475637446,9.49142957394966e-05
"3044","Flavobacterium bizetiae",-0.0441658112786107,0.986362946316327,0.00596325080061471
"3045","Flavobacterium gilvum",-0.284289846609936,0.793142685337359,0.100648676641543
"3046","Flavobacterium crocinum",-0.921751787114523,0.235099168811873,0.628748906311279
"3047","Flavobacterium covae",0.466232826463878,0.766298967083712,0.115601759840869
"3048","Flavobacterium nackdongense",-1.24146598675172,0.127179762393913,0.895581990730836
"3049","Flavobacterium commune",-0.416668005589614,0.761129154669461,0.118541642308291
"3050","Flavobacterium inviolabile",0.465570953360392,0.748031840193232,0.126079915870937
"3051","Flavobacterium psychrophilum",-0.430799232605675,0.758332581634185,0.120140284221855
"3052","Flavobacterium endoglycinae",-0.218971208422998,0.863987281267999,0.0634926507106689
"3053","Nonlabens sp. Hel1_33_55",-0.281899989439308,0.861127598162084,0.0649324919006999
"3054","Nonlabens dokdonensis",-1.24182626094028,0.118885986692237,0.924869333446057
"3055","Nonlabens spongiae",0.739755675168868,0.761793009792762,0.118163016739865
"3056","Leeuwenhoekiella sp. ZYFB001",0.825043192040838,0.362426282912293,0.440780315107034
"3057","Myroides sp. SCSIO 72103",0.711196623883409,0.779740859585899,0.108049707503391
"3058","Myroides odoratimimus",-0.748048898951681,0.22415204860486,0.649457287609162
"3059","Polaribacter sp. Q13",-0.475442849117018,0.793142685337359,0.100648676641543
"3060","Polaribacter sp. AHE13PA",-0.313424309024983,0.868539681805608,0.0612103347349966
"3061","Polaribacter litorisediminis",0.504647613356807,0.761554575705543,0.118298968127727
"3062","Polaribacter batillariae",0.142737526932328,0.935028981112818,0.0291749280127033
"3063","Dokdonia sp. PRO95",-0.299600615106045,0.868539681805608,0.0612103347349966
"3064","Winogradskyella sp. J14-2",0.766327346303341,0.618517547889263,0.208647974541945
"3065","Winogradskyella forsetii",0.473423098283468,0.515688250033437,0.287612763888565
"3066","Tenacibaculum sp. SZ-18",0.324014905020152,0.847029098424644,0.0721016698721442
"3067","Cellulophaga sp. L1A9",0.607036473961253,0.719641592238252,0.142883744218145
"3068","Cellulophaga algicola",-0.0522968968061921,0.981788317565332,0.00798213993537235
"3069","Capnocytophaga gingivalis",0.0234010721143136,0.989220561579176,0.00470686512961513
"3070","Capnocytophaga ochracea",0.120197584569518,0.906842401510855,0.0424681816292539
"3071","Capnocytophaga sputigena",-0.00672305841215656,0.998028494662907,0.000857059015031448
"3072","Capnocytophaga sp. oral taxon 878",0.653475376088781,0.50080976980367,0.300327207492441
"3073","Capnocytophaga sp. H2931",-0.930986839462438,0.380432157802384,0.419722779416432
"3074","Capnocytophaga sp. FDAARGOS_737",0.160405598253031,0.914536473922195,0.03879896912987
"3075","Capnocytophaga haemolytica",0.728829315011808,0.279264206294151,0.553984724897304
"3076","Capnocytophaga stomatis",0.0632297259860898,0.969369365227476,0.0135107093119282
"3077","Capnocytophaga canimorsus",-0.198262728830355,0.901031574143092,0.0452599901132179
"3078","Maribacter hydrothermalis",0.00570333123145046,0.99812638478384,0.000814463984128941
"3079","Maribacter sp. HTCC2170",-0.279218473365627,0.859898782903651,0.0655526657487885
"3080","Maribacter cobaltidurans",1.68830843572294,0.118885986692237,0.924869333446057
"3081","Aequorivita sublithincola",0.465213896071315,0.761554575705543,0.118298968127727
"3082","Aequorivita sp. H23M31",0.744927791417889,0.622723572858123,0.205704693988839
"3083","Gramella sp. MT6",0.741080415648026,0.674950739460944,0.170727922518549
"3084","Gramella flava",0.489850482885564,0.844137378847056,0.0735868685164821
"3085","Gramella salexigens",-0.295703303738489,0.847483367804754,0.0718688162416902
"3086","Gramella forsetii",0.103079355716872,0.914267239828246,0.0389268416634918
"3087","Gramella fulva",-0.693087572559398,0.670030371168128,0.173905511132333
"3088","Tamlana carrageenivorans",0.289750392959642,0.89091654809713,0.0501629743001507
"3089","Formosa agariphila",-1.01666124061757,0.231176863510008,0.636055632849815
"3090","Formosa sp. Hel1_33_131",0.284847396938355,0.883127242502248,0.0539767180131801
"3091","Formosa sp. Hel1_31_208",-0.379762693366046,0.814234662440701,0.0892504133957022
"3092","Formosa sp. L2A11",-1.78553891901542,0.00495503943704569,2.30495288462509
"3093","Zunongwangia profunda",0.178178694940925,0.916463094224361,0.0378850192968848
"3094","Kordia antarctica",-0.360192099194258,0.808008852547047,0.0925838810678984
"3095","Muricauda aurantiaca",-0.310728970031516,0.871556991313699,0.0597042090086055
"3096","Muricauda oceani",-0.266933501812071,0.787765132612741,0.103603245472799
"3097","Muricauda ruestringensis",1.0684953853814,0.491892719970103,0.308129604967013
"3098","Muricauda sp. SCSIO 64092",-0.0422408747388811,0.986362946316327,0.00596325080061471
"3099","Muricauda aquimarina",0.0718425916375352,0.925218996797852,0.0337554587810302
"3100","Salegentibacter mishustinae",-0.623907745322574,0.696864266513676,0.156851804462463
"3101","Salegentibacter sp. T436",-0.348285793676501,0.786771468932772,0.104151397494091
"3102","Mesoflavibacter sp. SCSIO 43206",-0.218801262329417,0.893057313502898,0.0491206686150142
"3103","Antarcticibacterium sp. 1MA-6-2",-0.0971399411744949,0.950299523319502,0.0221394885820479
"3104","Algibacter sp. L3A6",0.376175409698935,0.742541537261339,0.129279247197514
"3105","Algibacter alginicilyticus",-0.357378008550618,0.823709659464408,0.0842258411093191
"3106","Aquimarina sp. AD10",-0.237979577274751,0.902331991645471,0.0446336447061581
"3107","Flavivirga eckloniae",-0.857665913590759,0.558412204026743,0.253045098831252
"3108","Seonamhaeicola sp. ML3",0.835597271741184,0.362426282912293,0.440780315107034
"3109","Zhouia spongiae",-0.226051166164759,0.811579238081508,0.0906690716706879
"3110","Aegicerativicinus sediminis",-0.395530437356886,0.802457162900968,0.0955781419913552
"3111","Sinomicrobium kalidii",0.986618781362028,0.287700110627771,0.541059971112728
"3112","Wenyingzhuangia fucanilytica",-0.441121801459398,0.807278467508255,0.0929766312736256
"3113","Robiginitalea biformata",0.37607398453754,0.83447838952834,0.0785849057553967
"3114","Euzebyella marina",0.404285684527889,0.865155318224031,0.062905918208712
"3115","Arenibacter algicola",-0.293165933253976,0.802457162900968,0.0955781419913552
"3116","Aureibaculum algae",-0.615693831614788,0.5607616853178,0.251221667693878
"3117","Pukyongia salina",0.446658862611119,0.788619921419557,0.103132256360808
"3118","Zobellia galactanivorans",-0.380100546458702,0.811579238081508,0.0906690716706879
"3119","Gilvibacter sp. SZ-19",0.79487315404165,0.569499061976763,0.244506986911748
"3120","Amniculibacterium sp. G2-70",0.0505468037831954,0.969369365227476,0.0135107093119282
"3121","Galbibacter sp. BG1",-0.583487314788787,0.630196419275625,0.200524068780641
"3122","Salinimicrobium sp. HN-2-9-2",0.651104974481236,0.622723572858123,0.205704693988839
"3123","Mariniflexile sp. TRM1-10",-0.197879663902789,0.889048607472254,0.0510744939455456
"3124","Elizabethkingia meningoseptica",-0.41479822181135,0.696864266513676,0.156851804462463
"3125","Elizabethkingia anophelis",-0.639139880829574,0.177370602745512,0.751118358142117
"3126","Elizabethkingia miricola",0.69066286625915,0.683099386858634,0.165516104482251
"3127","Elizabethkingia sp. 2-6",1.12749571678522,0.305259226655364,0.51533120035621
"3128","Elizabethkingia ursingii",-0.79855788314545,0.371750783983593,0.429748106923321
"3129","Chryseobacterium balustinum",-0.221089981981003,0.866386938699349,0.062288103582132
"3130","Chryseobacterium gleum",-0.92366040614586,0.221303805237267,0.655011118475184
"3131","Chryseobacterium indologenes",-0.000166080291764661,0.999781475637446,9.49142957394966e-05
"3132","Chryseobacterium indoltheticum",-0.551713170028483,0.635917027533893,0.196599546041698
"3133","Chryseobacterium piperi",-0.307873341493649,0.847029098424644,0.0721016698721442
"3134","Chryseobacterium faecale",-0.837406759683956,0.312052469318644,0.505772376431222
"3135","Chryseobacterium sp. PET-29",-0.508688059072644,0.696864266513676,0.156851804462463
"3136","Chryseobacterium sp. MMS21-Ot14",0.531795166236257,0.756800644549548,0.121018506727573
"3137","Chryseobacterium sp.",0.759967520698449,0.490089412981663,0.309724679110112
"3138","Chryseobacterium sp. Y16C",-0.0904328851350837,0.964050370664704,0.015900274053363
"3139","Chryseobacterium sp. 6424",0.906147892680181,0.491892719970103,0.308129604967013
"3140","Chryseobacterium sp. LJ668",-0.101052387283163,0.951170331069684,0.0217417047031514
"3141","Chryseobacterium sp. T16E-39",0.0420323380338082,0.980920963574657,0.00836598392097725
"3142","Chryseobacterium sp. IHB B 17019",0.0842736546010427,0.955582838342529,0.0197316585036445
"3143","Chryseobacterium sp. MA9",0.907990782530571,0.509030986971282,0.293255779429405
"3144","Chryseobacterium sp. 3008163",-1.0545620276431,0.158615393952512,0.799654665793959
"3145","Chryseobacterium sp. POL2",0.101625146136645,0.95657265572559,0.0192820378872415
"3146","Chryseobacterium sp. G0201",-0.169936488168897,0.908452573018177,0.0416977406885214
"3147","Chryseobacterium sp. JV274",0.0653877115370627,0.980920963574657,0.00836598392097725
"3148","Chryseobacterium rhizoplanae",0.647744526926675,0.291684762154269,0.535086258177449
"3149","Chryseobacterium capnotolerans",-1.17512110617593,0.213449895892688,0.670704052681268
"3150","Chryseobacterium aureum",0.301996879431973,0.823709659464408,0.0842258411093191
"3151","Chryseobacterium cucumeris",0.400679152251442,0.808008852547047,0.0925838810678984
"3152","Chryseobacterium taklimakanense",-0.528851556321751,0.163178989003857,0.78733576192484
"3153","Chryseobacterium suipulveris",0.749938957395879,0.793142685337359,0.100648676641543
"3154","Chryseobacterium gallinarum",0.154500876189212,0.949791131468443,0.0223718898943452
"3155","Chryseobacterium glaciei",0.586992681848664,0.805046937272978,0.0941787978875491
"3156","Chryseobacterium joostei",0.208791454839636,0.903650222189495,0.0439996402863647
"3157","Chryseobacterium nepalense",0.17565249854315,0.916463094224361,0.0378850192968848
"3158","Chryseobacterium camelliae",-0.23235075842239,0.806232426290306,0.0935397387111893
"3159","Chryseobacterium salivictor",0.101736420893412,0.955582838342529,0.0197316585036445
"3160","Chryseobacterium oranimense",0.748206909227768,0.562280317588221,0.250047118540096
"3161","Chryseobacterium arthrosphaerae",-0.910419999982539,0.216644050287306,0.66425323352955
"3162","Chryseobacterium bernardetii",0.342421774706418,0.831333448252388,0.0802247455426061
"3163","Chryseobacterium nakagawai",-0.114099786359939,0.943483209132446,0.0252658244296411
"3164","Candidatus Kaistella beijingensis",0.631351015009185,0.713470354718159,0.146624067468456
"3165","Kaistella jeonii",-0.288594317463137,0.798262450128705,0.0978542992463565
"3166","Kaistella sp. BT6-1-3",0.300699932240451,0.846605893600861,0.0723187125340812
"3167","Kaistella sp. 97-N-M2",-0.410327451904634,0.793142685337359,0.100648676641543
"3168","Epilithonimonas zeae",0.056958480643454,0.970471394422335,0.013017261334478
"3169","Epilithonimonas vandammei",0.506874986030782,0.771564438018576,0.112627797524024
"3170","Empedobacter brevis",-0.48866721976902,0.823709659464408,0.0842258411093191
"3171","Empedobacter falsenii",-0.131734954248283,0.916463094224361,0.0378850192968848
"3172","Empedobacter stercoris",-0.487160479341652,0.719641592238252,0.142883744218145
"3173","Apibacter sp. B3706",-1.65715766932745,0.0158077928517987,1.80112876379328
"3174","Apibacter raozihei",-0.148142371818679,0.949791131468443,0.0223718898943452
"3175","Cloacibacterium caeni",0.192514414572489,0.935028981112818,0.0291749280127033
"3176","Cloacibacterium normanense",0.451303602966682,0.78469260154322,0.105300442107351
"3177","Riemerella anatipestifer",0.528500333562327,0.788619921419557,0.103132256360808
"3178","Cruoricaptor ignavus",-0.179616142063376,0.903650222189495,0.0439996402863647
"3179","Bergeyella cardium",0.326379547279539,0.832564585772109,0.079582066342417
"3180","Ornithobacterium rhinotracheale",-0.216367786688755,0.761129154669461,0.118541642308291
"3181","Blattabacterium cuenoti",-0.161706556363731,0.748031840193232,0.126079915870937
"3182","Cyclobacterium marinum",-0.721923134955789,0.654934369493059,0.183802218168663
"3183","Cyclobacterium amurskyense",-0.418362135856967,0.805915027822939,0.0937107459033308
"3184","Echinicola soli",-0.177261162190103,0.863321690523253,0.0638273475213457
"3185","Echinicola rosea",0.270401465633664,0.875240872510475,0.0578724095992093
"3186","Echinicola marina",0.0260841669524481,0.986362946316327,0.00596325080061471
"3187","Echinicola strongylocentroti",0.50283993918655,0.721812507303399,0.141575596915208
"3188","Echinicola vietnamensis",0.281084822809339,0.847029098424644,0.0721016698721442
"3189","Echinicola sp. 20G",0.148723403805716,0.889121810377538,0.0510387362729139
"3190","Algoriphagus sp. TR-M5",0.95016256505293,0.302192644169399,0.51971611125947
"3191","Algoriphagus sp. NBT04N3",0.748793079802037,0.580344863227353,0.236313855251485
"3192","Algoriphagus sp. Y33",0.523308150900916,0.808008852547047,0.0925838810678984
"3193","Belliella baltica",0.550595001054016,0.729486527695432,0.136982724334697
"3194","Aquiflexum balticum",0.686033054583467,0.688933060103651,0.161822974086458
"3195","Mongoliitalea daihaiensis",0.381507643701735,0.803682131499641,0.0949156873612821
"3196","Runella slithyformis",0.25081934032632,0.733123840290448,0.134822657539008
"3197","Runella rosea",0.73182752109805,0.321602075791581,0.492681156745974
"3198","Runella sp. SP2",0.687926398857007,0.483160291723403,0.315908765185832
"3199","Larkinella insperata",0.154235102528959,0.916463094224361,0.0378850192968848
"3200","Larkinella sp. IE-0392",0.0554775482772183,0.97149296581836,0.0125603396008231
"3201","Dyadobacter sandarakinus",0.356076893643255,0.765280352180209,0.116179436610771
"3202","Dyadobacter fermentans",0.568881974114862,0.558412204026743,0.253045098831252
"3203","Dyadobacter sp. NIV53",-0.0962031287521661,0.921600218806256,0.0354574308106873
"3204","Fibrella aestuarina",0.317032821856294,0.737849775463449,0.132032050545995
"3205","Fibrella sp. ES10-3-2-2",0.174523949849894,0.942098123113018,0.0259038614244991
"3206","Arcticibacterium luteifluviistationis",-1.36490443891939,0.0702662335118436,1.15325332537075
"3207","Leadbetterella byssophila",0.610729898481417,0.370085398556954,0.43169804933136
"3208","Marinilongibacter aquaticus",0.50629657103902,0.656096973188333,0.183031965794959
"3209","Emticicia sp. 21SJ11W-3",-0.450563166941872,0.794426941302576,0.0999460360878973
"3210","Spirosoma radiotolerans",-0.547457290544849,0.728949135061083,0.137302775019462
"3211","Spirosoma aureum",0.36614724715291,0.814010028786036,0.0893702444724626
"3212","Spirosoma rigui",0.402198204220581,0.50080976980367,0.300327207492441
"3213","Spirosoma sp. KCTC 72228",0.573011442988727,0.719641592238252,0.142883744218145
"3214","Spirosoma sp. KUDC1026",1.09796586285273,0.203033483656161,0.692432333673254
"3215","Spirosoma sp. KCTC 42546",0.208696708806561,0.910714114330449,0.0406179326364886
"3216","Spirosoma endbachense",0.629013551149991,0.581328191276322,0.235578615597074
"3217","Spirosoma taeanense",-0.237638184121172,0.846605893600861,0.0723187125340812
"3218","Spirosoma pollinicola",0.483585224953878,0.706558080441431,0.150852132501254
"3219","Spirosoma montaniterrae",0.271040189786941,0.823709659464408,0.0842258411093191
"3220","Spirosoma aerolatum",0.609455882285848,0.707021984749552,0.150567081667075
"3221","Aquirufa nivalisilvae",0.189700658492964,0.875240872510475,0.0578724095992093
"3222","Aquirufa antheringensis",0.486594754798789,0.795952797325258,0.0991126866203898
"3223","Cytophaga hutchinsonii",0.320364103001829,0.793142685337359,0.100648676641543
"3224","Rhodocytophaga rosea",-0.319776731138169,0.728949135061083,0.137302775019462
"3225","Tellurirhabdus rosea",0.108100953966459,0.877187281637965,0.0569076737962627
"3226","Hymenobacter monticola",0.743421325362214,0.483160291723403,0.315908765185832
"3227","Hymenobacter sedentarius",0.234217683826793,0.788619921419557,0.103132256360808
"3228","Hymenobacter swuensis",0.710053596105518,0.427266452590892,0.369301205068629
"3229","Hymenobacter radiodurans",-0.14681877467552,0.887720709502285,0.0517236484111831
"3230","Hymenobacter sp. YIM 151500-1",0.429450859414575,0.808008852547047,0.0925838810678984
"3231","Hymenobacter sp. YIM 151858-1",-0.00163285876518095,0.998410315240404,0.000690940653593417
"3232","Hymenobacter sp. NBH84",0.537872240211351,0.73192224255892,0.135535054763085
"3233","Hymenobacter sp. S2-20-2",1.10267241491123,0.618517547889263,0.208647974541945
"3234","Hymenobacter sp. DG25A",0.346746080255349,0.805915027822939,0.0937107459033308
"3235","Hymenobacter sp. DG25B",0.0855951825552587,0.964912910995326,0.0155118824913922
"3236","Hymenobacter sp. PAMC 26628",0.216390558049981,0.861127598162084,0.0649324919006999
"3237","Hymenobacter sp. APR13",0.356846593239795,0.722556909859815,0.141127941422993
"3238","Hymenobacter sp. 5116S-3",0.53566918006378,0.721812507303399,0.141575596915208
"3239","Hymenobacter sp. 5116S-27",0.288819892520813,0.773676904719803,0.111440367214331
"3240","Hymenobacter sp. 5317J-9",0.231621150766675,0.847483367804754,0.0718688162416902
"3241","Hymenobacter sp. 5413J-13",-0.254462418216867,0.808008852547047,0.0925838810678984
"3242","Hymenobacter sp. 5414T-23",0.433010225662611,0.814010028786036,0.0893702444724626
"3243","Hymenobacter sp. 5420S-77",0.618046240057942,0.71391630313251,0.146352700294324
"3244","Hymenobacter sp. 5516S-25",0.580771027397521,0.721447282783127,0.141795397949346
"3245","Hymenobacter sp. BT18",-0.201113696501718,0.903650222189495,0.0439996402863647
"3246","Hymenobacter sp. BRD67",0.72402974050593,0.399976770353493,0.397965230672653
"3247","Hymenobacter sp. BRD128",0.933609021834005,0.480787960282507,0.318046416313843
"3248","Hymenobacter sp. HDW8",0.180016996089714,0.865155318224031,0.062905918208712
"3249","Hymenobacter sp. DG01",0.207844683815287,0.859898782903651,0.0655526657487885
"3250","Hymenobacter tibetensis",1.30813211223756,0.220733530000062,0.656131691360527
"3251","Hymenobacter qilianensis",0.715790432495925,0.316073023930379,0.500212568564448
"3252","Hymenobacter jejuensis",-0.142313996325859,0.896045783846855,0.0476697993065597
"3253","Hymenobacter nivis",0.370874212245501,0.812933755384402,0.0899448428969212
"3254","Hymenobacter busanensis",0.54865411594908,0.740634203244649,0.130396235660306
"3255","Hymenobacter oligotrophus",0.433901605630144,0.667509113529698,0.175542800482279
"3256","Hymenobacter baengnokdamensis",0.460008337407452,0.670030371168128,0.173905511132333
"3257","Pontibacter sp. XAAS-72",0.63028060591578,0.370936213353466,0.430700765776662
"3258","Pontibacter sp. SGAir0037",0.256471577668614,0.771564438018576,0.112627797524024
"3259","Pontibacter korlensis",0.572735826132061,0.702015223335063,0.153653470008758
"3260","Pontibacter russatus",0.481773130815396,0.483160291723403,0.315908765185832
"3261","Pontibacter pudoricolor",0.841070316602285,0.385160596129292,0.414358149789849
"3262","Pontibacter akesuensis",1.01385515810683,0.114192770868165,0.942361388834833
"3263","Pontibacter actiniarum",0.314305650035268,0.804937682134296,0.0942377411884353
"3264","Rufibacter radiotolerans",0.589996796993379,0.623398847611009,0.20523400487702
"3265","Rufibacter tibetensis",0.735286437198776,0.37774252703134,0.422804118653146
"3266","Rufibacter sp. DG15C",0.320753794420725,0.756112995292713,0.121413297666632
"3267","Adhaeribacter swui",-0.320273003756496,0.896045783846855,0.0476697993065597
"3268","Adhaeribacter radiodurans",-0.00425366002999866,0.998028494662907,0.000857059015031448
"3269","Nibribacter ruber",0.530170647067037,0.799819182468634,0.0970081841730214
"3270","Fulvivirga sp. SS9-22",0.0567961835413691,0.956655017238253,0.0192446464664521
"3271","Fulvivirga sp. SW1-E11",0.890512889043804,0.316073023930379,0.500212568564448
"3272","Fulvivirga sp. W9P-11",0.465841289983445,0.765280352180209,0.116179436610771
"3273","Chryseolinea soli",0.183137394080332,0.847029098424644,0.0721016698721442
"3274","Flammeovirga pectinis",0.171343357584247,0.923902004117479,0.0343740908231978
"3275","Flammeovirga yaeyamensis",-0.0735187050966247,0.96648382576887,0.0148054095486258
"3276","Flammeovirga kamogawensis",0.131505574101512,0.943788446389151,0.0251253434797723
"3277","Flammeovirga sp. MY04",-0.176358014204439,0.900761523245003,0.0453901733356103
"3278","Bernardetia litoralis",-0.417323951413433,0.825327706074301,0.0833735754732106
"3279","Marivirga tractuosa",-0.275197669477574,0.875465042584588,0.0577611906607369
"3280","Reichenbachiella sp. Wsw4-B4",0.325175231254334,0.812027978911972,0.0904290066236769
"3281","Persicobacter sp. JZB09",-0.0746048036722911,0.943396897933812,0.0253055561297945
"3282","Aureispira sp. EL160426",-0.0316173144084332,0.986362946316327,0.00596325080061471
"3283","Haliscomenobacter hydrossis",0.220105844596984,0.908452573018177,0.0416977406885214
"3284","Sphingobacterium spiritivorum",0.182541133808986,0.761239241131462,0.118478832356121
"3285","Sphingobacterium thalpophilum",-0.280276215042645,0.78469260154322,0.105300442107351
"3286","Sphingobacterium faecium",0.34602482122933,0.875240872510475,0.0578724095992093
"3287","Sphingobacterium sp. CZ-2",-0.365945267216806,0.848721019243976,0.0712350420455292
"3288","Sphingobacterium sp. E70",-0.345689933530056,0.759974787365558,0.119200815468738
"3289","Sphingobacterium sp. dk4302",-0.127645838821012,0.943396897933812,0.0253055561297945
"3290","Sphingobacterium sp. UDSM-2020",-0.979268708827259,0.392045176155446,0.406663885467888
"3291","Sphingobacterium sp. LZ7M1",-0.0952137187316924,0.96648382576887,0.0148054095486258
"3292","Sphingobacterium sp. PCS056",0.626087737929991,0.705076433400437,0.151763801016038
"3293","Sphingobacterium sp. SRCM116780",-0.468483563328344,0.743972981930195,0.128442835975207
"3294","Sphingobacterium sp. DR205",-0.665044159650415,0.501727120808094,0.299532422594027
"3295","Sphingobacterium sp. ML3W",0.284126630077996,0.863987281267999,0.0634926507106689
"3296","Sphingobacterium psychroaquaticum",-0.252521488197023,0.883127242502248,0.0539767180131801
"3297","Sphingobacterium daejeonense",-0.163081094971363,0.903650222189495,0.0439996402863647
"3298","Sphingobacterium lactis",0.272005258111552,0.861127598162084,0.0649324919006999
"3299","Sphingobacterium hotanense",-0.553604235359753,0.609833512699038,0.214788713161276
"3300","Sphingobacterium multivorum",-0.101871417132582,0.903650222189495,0.0439996402863647
"3301","Pedobacter heparinus",0.201613772576223,0.902331991645471,0.0446336447061581
"3302","Pedobacter ginsengisoli",0.277602454366487,0.847029098424644,0.0721016698721442
"3303","Pedobacter endophyticus",1.3741386222787,0.146900373598144,0.832977099707318
"3304","Pedobacter steynii",-0.365733679484546,0.765280352180209,0.116179436610771
"3305","Pedobacter suwonensis",0.165216736269716,0.904532785078674,0.0435756873771729
"3306","Pedobacter sp. PACM 27299",-0.208304342392055,0.823709659464408,0.0842258411093191
"3307","Pedobacter sp. G11",-0.142196200488661,0.9018421772467,0.0448694575222788
"3308","Pedobacter sp. HDW13",-0.550727469617303,0.721447282783127,0.141795397949346
"3309","Pedobacter schmidteae",-0.383056172828325,0.771564438018576,0.112627797524024
"3310","Pedobacter roseus",0.41679161017884,0.748128634005349,0.126023722676064
"3311","Pedobacter mucosus",-0.354399926442255,0.839538893041206,0.0759591796427622
"3312","Pedobacter cryoconitis",0.417503122120381,0.819698552685129,0.0863458317322367
"3313","Mucilaginibacter daejeonensis",1.07735842735418,0.21504799298527,0.667464606304447
"3314","Mucilaginibacter ginsenosidivorans",0.245687048180744,0.847029098424644,0.0721016698721442
